primary_key,codes,Perm_crop,year,area_ha
738,111160133,Total,1999,24
739,111160133,Total,2009,7
740,111160133,Total,2019,19
741,111160133,Frutos frescos (excepto citrinos),1989,0
742,111160133,Frutos frescos (excepto citrinos),1999,
743,111160133,Frutos frescos (excepto citrinos),2009,
744,111160133,Frutos frescos (excepto citrinos),2019,1
745,111160133,Citrinos,1989,1
746,111160133,Citrinos,1999,
747,111160133,Citrinos,2009,
748,111160133,Citrinos,2019,0
749,111160133,Frutos sub-tropicais,1989,
750,111160133,Frutos sub-tropicais,1999,
751,111160133,Frutos sub-tropicais,2009,
752,111160133,Frutos sub-tropicais,2019,
753,111160133,Frutos de casca rija,1989,
754,111160133,Frutos de casca rija,1999,
755,111160133,Frutos de casca rija,2009,
756,111160133,Frutos de casca rija,2019,3
757,111160133,Olival,1989,2
758,111160133,Olival,1999,
759,111160133,Olival,2009,
760,111160133,Olival,2019,
761,111160133,Vinha,1989,29
762,111160133,Vinha,1999,24
763,111160133,Vinha,2009,7
764,111160133,Vinha,2019,14
765,111160133,Outras culturas permanentes,1989,
766,111160133,Outras culturas permanentes,1999,
767,111160133,Outras culturas permanentes,2009,
768,111160133,Outras culturas permanentes,2019,
769,111160144,Total,1989,7
770,111160144,Total,1999,5
771,111160144,Total,2009,4
772,111160144,Total,2019,2
773,111160144,Frutos frescos (excepto citrinos),1989,
774,111160144,Frutos frescos (excepto citrinos),1999,
775,111160144,Frutos frescos (excepto citrinos),2009,
776,111160144,Frutos frescos (excepto citrinos),2019,0
777,111160144,Citrinos,1989,0
778,111160144,Citrinos,1999,
779,111160144,Citrinos,2009,
780,111160144,Citrinos,2019,0
781,111160144,Frutos sub-tropicais,1989,
782,111160144,Frutos sub-tropicais,1999,
783,111160144,Frutos sub-tropicais,2009,
784,111160144,Frutos sub-tropicais,2019,
785,111160144,Frutos de casca rija,1989,
786,111160144,Frutos de casca rija,1999,
787,111160144,Frutos de casca rija,2009,0
788,111160144,Frutos de casca rija,2019,
789,111160144,Olival,1989,0
790,111160144,Olival,1999,
791,111160144,Olival,2009,
792,111160144,Olival,2019,
793,111160144,Vinha,1989,6
794,111160144,Vinha,1999,5
795,111160144,Vinha,2009,4
796,111160144,Vinha,2019,1
797,111160144,Outras culturas permanentes,1989,
798,111160144,Outras culturas permanentes,1999,
799,111160144,Outras culturas permanentes,2009,
800,111160144,Outras culturas permanentes,2019,
801,111160145,Total,1989,7
802,111160145,Total,1999,7
803,111160145,Total,2009,3
804,111160145,Total,2019,1
805,111160145,Frutos frescos (excepto citrinos),1989,
806,111160145,Frutos frescos (excepto citrinos),1999,0
807,111160145,Frutos frescos (excepto citrinos),2009,
808,111160145,Frutos frescos (excepto citrinos),2019,0
809,111160145,Citrinos,1989,
810,111160145,Citrinos,1999,0
811,111160145,Citrinos,2009,
812,111160145,Citrinos,2019,0
813,111160145,Frutos sub-tropicais,1989,
814,111160145,Frutos sub-tropicais,1999,
815,111160145,Frutos sub-tropicais,2009,
816,111160145,Frutos sub-tropicais,2019,
817,111160145,Frutos de casca rija,1989,
818,111160145,Frutos de casca rija,1999,
819,111160145,Frutos de casca rija,2009,
820,111160145,Frutos de casca rija,2019,0
821,111160145,Olival,1989,
822,111160145,Olival,1999,0
823,111160145,Olival,2009,
824,111160145,Olival,2019,0
825,111160145,Vinha,1989,7
826,111160145,Vinha,1999,7
827,111160145,Vinha,2009,3
828,111160145,Vinha,2019,1
829,111160145,Outras culturas permanentes,1989,
830,111160145,Outras culturas permanentes,1999,
831,111160145,Outras culturas permanentes,2009,
832,111160145,Outras culturas permanentes,2019,
833,111160146,Total,1989,31
834,111160146,Total,1999,32
835,111160146,Total,2009,10
836,111160146,Total,2019,9
837,111160146,Frutos frescos (excepto citrinos),1989,0
838,111160146,Frutos frescos (excepto citrinos),1999,1
839,111160146,Frutos frescos (excepto citrinos),2009,0
840,111160146,Frutos frescos (excepto citrinos),2019,1
841,111160146,Citrinos,1989,0
842,111160146,Citrinos,1999,0
843,111160146,Citrinos,2009,
844,111160146,Citrinos,2019,
845,111160146,Frutos sub-tropicais,1989,
846,111160146,Frutos sub-tropicais,1999,0
847,111160146,Frutos sub-tropicais,2009,
848,111160146,Frutos sub-tropicais,2019,
849,111160146,Frutos de casca rija,1989,
850,111160146,Frutos de casca rija,1999,
851,111160146,Frutos de casca rija,2009,
852,111160146,Frutos de casca rija,2019,
853,111160146,Olival,1989,0
854,111160146,Olival,1999,0
855,111160146,Olival,2009,
856,111160146,Olival,2019,
857,111160146,Vinha,1989,30
858,111160146,Vinha,1999,31
859,111160146,Vinha,2009,10
860,111160146,Vinha,2019,8
861,111160146,Outras culturas permanentes,1989,0
862,111160146,Outras culturas permanentes,1999,
863,111160146,Outras culturas permanentes,2009,
864,111160146,Outras culturas permanentes,2019,
865,111160152,Total,1989,49
866,111160152,Total,1999,20
867,111160152,Total,2009,10
868,111160152,Total,2019,18
869,111160152,Frutos frescos (excepto citrinos),1989,
870,111160152,Frutos frescos (excepto citrinos),1999,
871,111160152,Frutos frescos (excepto citrinos),2009,0
872,111160152,Frutos frescos (excepto citrinos),2019,2
873,111160152,Citrinos,1989,0
874,111160152,Citrinos,1999,
875,111160152,Citrinos,2009,0
876,111160152,Citrinos,2019,
877,111160152,Frutos sub-tropicais,1989,
878,111160152,Frutos sub-tropicais,1999,
879,111160152,Frutos sub-tropicais,2009,
880,111160152,Frutos sub-tropicais,2019,
881,111160152,Frutos de casca rija,1989,0
882,111160152,Frutos de casca rija,1999,
883,111160152,Frutos de casca rija,2009,0
884,111160152,Frutos de casca rija,2019,
885,111160152,Olival,1989,0
886,111160152,Olival,1999,
887,111160152,Olival,2009,
888,111160152,Olival,2019,
889,111160152,Vinha,1989,49
890,111160152,Vinha,1999,20
891,111160152,Vinha,2009,10
892,111160152,Vinha,2019,16
893,111160152,Outras culturas permanentes,1989,
894,111160152,Outras culturas permanentes,1999,
895,111160152,Outras culturas permanentes,2009,
896,111160152,Outras culturas permanentes,2019,
897,111160154,Total,1989,16
898,111160154,Total,1999,21
899,111160154,Total,2009,3
900,111160154,Total,2019,8
901,111160154,Frutos frescos (excepto citrinos),1989,0
902,111160154,Frutos frescos (excepto citrinos),1999,0
903,111160154,Frutos frescos (excepto citrinos),2009,
904,111160154,Frutos frescos (excepto citrinos),2019,
905,111160154,Citrinos,1989,0
906,111160154,Citrinos,1999,0
907,111160154,Citrinos,2009,
908,111160154,Citrinos,2019,
909,111160154,Frutos sub-tropicais,1989,
910,111160154,Frutos sub-tropicais,1999,0
911,111160154,Frutos sub-tropicais,2009,
912,111160154,Frutos sub-tropicais,2019,
913,111160154,Frutos de casca rija,1989,
914,111160154,Frutos de casca rija,1999,6
915,111160154,Frutos de casca rija,2009,0
916,111160154,Frutos de casca rija,2019,3
917,111160154,Olival,1989,0
918,111160154,Olival,1999,0
919,111160154,Olival,2009,0
920,111160154,Olival,2019,
921,111160154,Vinha,1989,16
922,111160154,Vinha,1999,10
923,111160154,Vinha,2009,3
924,111160154,Vinha,2019,5
925,111160154,Outras culturas permanentes,1989,0
926,111160154,Outras culturas permanentes,1999,4
927,111160154,Outras culturas permanentes,2009,
928,111160154,Outras culturas permanentes,2019,
929,111160153,Total,1989,26
930,111160153,Total,1999,41
931,111160153,Total,2009,34
932,111160153,Total,2019,38
933,111160153,Frutos frescos (excepto citrinos),1989,1
934,111160153,Frutos frescos (excepto citrinos),1999,0
935,111160153,Frutos frescos (excepto citrinos),2009,0
936,111160153,Frutos frescos (excepto citrinos),2019,0
937,111160153,Citrinos,1989,0
938,111160153,Citrinos,1999,1
939,111160153,Citrinos,2009,0
940,111160153,Citrinos,2019,0
941,111160153,Frutos sub-tropicais,1989,
942,111160153,Frutos sub-tropicais,1999,
943,111160153,Frutos sub-tropicais,2009,0
944,111160153,Frutos sub-tropicais,2019,1
945,111160153,Frutos de casca rija,1989,
946,111160153,Frutos de casca rija,1999,2
947,111160153,Frutos de casca rija,2009,0
948,111160153,Frutos de casca rija,2019,3
949,111160153,Olival,1989,2
950,111160153,Olival,1999,1
951,111160153,Olival,2009,1
952,111160153,Olival,2019,1
953,111160153,Vinha,1989,22
954,111160153,Vinha,1999,38
955,111160153,Vinha,2009,32
956,111160153,Vinha,2019,33
957,111160153,Outras culturas permanentes,1989,
958,111160153,Outras culturas permanentes,1999,
959,111160153,Outras culturas permanentes,2009,
960,111160153,Outras culturas permanentes,2019,
961,111160155,Total,1989,18
962,111160155,Total,1999,13
963,111160155,Total,2009,7
964,111160155,Total,2019,8
965,111160155,Frutos frescos (excepto citrinos),1989,
966,111160155,Frutos frescos (excepto citrinos),1999,
967,111160155,Frutos frescos (excepto citrinos),2009,
968,111160155,Frutos frescos (excepto citrinos),2019,
969,111160155,Citrinos,1989,
970,111160155,Citrinos,1999,
971,111160155,Citrinos,2009,
972,111160155,Citrinos,2019,0
973,111160155,Frutos sub-tropicais,1989,
974,111160155,Frutos sub-tropicais,1999,
975,111160155,Frutos sub-tropicais,2009,
976,111160155,Frutos sub-tropicais,2019,
977,111160155,Frutos de casca rija,1989,
978,111160155,Frutos de casca rija,1999,
979,111160155,Frutos de casca rija,2009,
980,111160155,Frutos de casca rija,2019,1
981,111160155,Olival,1989,0
982,111160155,Olival,1999,
983,111160155,Olival,2009,
984,111160155,Olival,2019,
985,111160155,Vinha,1989,18
986,111160155,Vinha,1999,13
987,111160155,Vinha,2009,7
988,111160155,Vinha,2019,7
989,111160155,Outras culturas permanentes,1989,
990,111160155,Outras culturas permanentes,1999,
991,111160155,Outras culturas permanentes,2009,
992,111160155,Outras culturas permanentes,2019,
993,111160156,Total,1989,23
994,111160156,Total,1999,18
995,111160156,Total,2009,9
996,111160156,Total,2019,17
997,111160156,Frutos frescos (excepto citrinos),1989,0
998,111160156,Frutos frescos (excepto citrinos),1999,0
999,111160156,Frutos frescos (excepto citrinos),2009,
1000,111160156,Frutos frescos (excepto citrinos),2019,2
1001,111160156,Citrinos,1989,0
1002,111160156,Citrinos,1999,0
1003,111160156,Citrinos,2009,
1004,111160156,Citrinos,2019,
1005,111160156,Frutos sub-tropicais,1989,
1006,111160156,Frutos sub-tropicais,1999,0
1007,111160156,Frutos sub-tropicais,2009,
1008,111160156,Frutos sub-tropicais,2019,
1009,111160156,Frutos de casca rija,1989,
1010,111160156,Frutos de casca rija,1999,0
1011,111160156,Frutos de casca rija,2009,
1012,111160156,Frutos de casca rija,2019,2
1013,111160156,Olival,1989,1
1014,111160156,Olival,1999,1
1015,111160156,Olival,2009,
1016,111160156,Olival,2019,0
1017,111160156,Vinha,1989,22
1018,111160156,Vinha,1999,17
1019,111160156,Vinha,2009,9
1020,111160156,Vinha,2019,13
1021,111160156,Outras culturas permanentes,1989,
1022,111160156,Outras culturas permanentes,1999,
1023,111160156,Outras culturas permanentes,2009,
1024,111160156,Outras culturas permanentes,2019,
1025,111160157,Total,1989,30
1026,111160157,Total,1999,29
1027,111160157,Total,2009,20
1028,111160157,Total,2019,21
1029,111160157,Frutos frescos (excepto citrinos),1989,0
1030,111160157,Frutos frescos (excepto citrinos),1999,2
1031,111160157,Frutos frescos (excepto citrinos),2009,2
1032,111160157,Frutos frescos (excepto citrinos),2019,5
1033,111160157,Citrinos,1989,0
1034,111160157,Citrinos,1999,0
1035,111160157,Citrinos,2009,1
1036,111160157,Citrinos,2019,0
1037,111160157,Frutos sub-tropicais,1989,
1038,111160157,Frutos sub-tropicais,1999,
1039,111160157,Frutos sub-tropicais,2009,0
1040,111160157,Frutos sub-tropicais,2019,
1041,111160157,Frutos de casca rija,1989,0
1042,111160157,Frutos de casca rija,1999,2
1043,111160157,Frutos de casca rija,2009,2
1044,111160157,Frutos de casca rija,2019,3
1045,111160157,Olival,1989,2
1046,111160157,Olival,1999,1
1047,111160157,Olival,2009,
1048,111160157,Olival,2019,1
1049,111160157,Vinha,1989,28
1050,111160157,Vinha,1999,24
1051,111160157,Vinha,2009,16
1052,111160157,Vinha,2019,12
1053,111160157,Outras culturas permanentes,1989,
1054,111160157,Outras culturas permanentes,1999,
1055,111160157,Outras culturas permanentes,2009,
1056,111160157,Outras culturas permanentes,2019,
1057,111160158,Total,1989,56
1058,111160158,Total,1999,46
1059,111160158,Total,2009,23
1060,111160158,Total,2019,32
1061,111160158,Frutos frescos (excepto citrinos),1989,0
1062,111160158,Frutos frescos (excepto citrinos),1999,0
1063,111160158,Frutos frescos (excepto citrinos),2009,1
1064,111160158,Frutos frescos (excepto citrinos),2019,
1065,111160158,Citrinos,1989,0
1066,111160158,Citrinos,1999,0
1067,111160158,Citrinos,2009,1
1068,111160158,Citrinos,2019,0
1069,111160158,Frutos sub-tropicais,1989,
1070,111160158,Frutos sub-tropicais,1999,
1071,111160158,Frutos sub-tropicais,2009,0
1072,111160158,Frutos sub-tropicais,2019,1
1073,111160158,Frutos de casca rija,1989,1
1074,111160158,Frutos de casca rija,1999,0
1075,111160158,Frutos de casca rija,2009,2
1076,111160158,Frutos de casca rija,2019,6
1077,111160158,Olival,1989,6
1078,111160158,Olival,1999,2
1079,111160158,Olival,2009,1
1080,111160158,Olival,2019,2
1081,111160158,Vinha,1989,49
1082,111160158,Vinha,1999,44
1083,111160158,Vinha,2009,18
1084,111160158,Vinha,2019,23
1085,111160158,Outras culturas permanentes,1989,0
1086,111160158,Outras culturas permanentes,1999,
1087,111160158,Outras culturas permanentes,2009,
1088,111160158,Outras culturas permanentes,2019,
1089,111160159,Total,1989,25
1090,111160159,Total,1999,37
1091,111160159,Total,2009,58
1092,111160159,Total,2019,28
1093,111160159,Frutos frescos (excepto citrinos),1989,0
1094,111160159,Frutos frescos (excepto citrinos),1999,1
1095,111160159,Frutos frescos (excepto citrinos),2009,0
1096,111160159,Frutos frescos (excepto citrinos),2019,0
1097,111160159,Citrinos,1989,0
1098,111160159,Citrinos,1999,0
1099,111160159,Citrinos,2009,0
1100,111160159,Citrinos,2019,0
1101,111160159,Frutos sub-tropicais,1989,
1102,111160159,Frutos sub-tropicais,1999,
1103,111160159,Frutos sub-tropicais,2009,0
1104,111160159,Frutos sub-tropicais,2019,0
1105,111160159,Frutos de casca rija,1989,0
1106,111160159,Frutos de casca rija,1999,0
1107,111160159,Frutos de casca rija,2009,7
1108,111160159,Frutos de casca rija,2019,10
1109,111160159,Olival,1989,1
1110,111160159,Olival,1999,1
1111,111160159,Olival,2009,0
1112,111160159,Olival,2019,1
1113,111160159,Vinha,1989,23
1114,111160159,Vinha,1999,36
1115,111160159,Vinha,2009,50
1116,111160159,Vinha,2019,16
1117,111160159,Outras culturas permanentes,1989,
1118,111160159,Outras culturas permanentes,1999,
1119,111160159,Outras culturas permanentes,2009,
1120,111160159,Outras culturas permanentes,2019,
1121,111160160,Total,1989,18
1122,111160160,Total,1999,8
1123,111160160,Total,2009,6
1124,111160160,Total,2019,3
1125,111160160,Frutos frescos (excepto citrinos),1989,
1126,111160160,Frutos frescos (excepto citrinos),1999,
1127,111160160,Frutos frescos (excepto citrinos),2009,
1128,111160160,Frutos frescos (excepto citrinos),2019,
1129,111160160,Citrinos,1989,
1130,111160160,Citrinos,1999,
1131,111160160,Citrinos,2009,
1132,111160160,Citrinos,2019,
1133,111160160,Frutos sub-tropicais,1989,
1134,111160160,Frutos sub-tropicais,1999,
1135,111160160,Frutos sub-tropicais,2009,
1136,111160160,Frutos sub-tropicais,2019,
1137,111160160,Frutos de casca rija,1989,
1138,111160160,Frutos de casca rija,1999,
1139,111160160,Frutos de casca rija,2009,
1140,111160160,Frutos de casca rija,2019,2
1141,111160160,Olival,1989,
1142,111160160,Olival,1999,
1143,111160160,Olival,2009,
1144,111160160,Olival,2019,
1145,111160160,Vinha,1989,18
1146,111160160,Vinha,1999,8
1147,111160160,Vinha,2009,6
1148,111160160,Vinha,2019,1
1149,111160160,Outras culturas permanentes,1989,
1150,111160160,Outras culturas permanentes,1999,
1151,111160160,Outras culturas permanentes,2009,
1152,111160160,Outras culturas permanentes,2019,
1153,111160161,Total,1989,46
1154,111160161,Total,1999,44
1155,111160161,Total,2009,29
1156,111160161,Total,2019,28
1157,111160161,Frutos frescos (excepto citrinos),1989,0
1158,111160161,Frutos frescos (excepto citrinos),1999,0
1159,111160161,Frutos frescos (excepto citrinos),2009,
1160,111160161,Frutos frescos (excepto citrinos),2019,1
1161,111160161,Citrinos,1989,4
1162,111160161,Citrinos,1999,1
1163,111160161,Citrinos,2009,0
1164,111160161,Citrinos,2019,0
1165,111160161,Frutos sub-tropicais,1989,
1166,111160161,Frutos sub-tropicais,1999,
1167,111160161,Frutos sub-tropicais,2009,
1168,111160161,Frutos sub-tropicais,2019,
1169,111160161,Frutos de casca rija,1989,0
1170,111160161,Frutos de casca rija,1999,0
1171,111160161,Frutos de casca rija,2009,0
1172,111160161,Frutos de casca rija,2019,0
1173,111160161,Olival,1989,7
1174,111160161,Olival,1999,0
1175,111160161,Olival,2009,0
1176,111160161,Olival,2019,1
1177,111160161,Vinha,1989,34
1178,111160161,Vinha,1999,42
1179,111160161,Vinha,2009,28
1180,111160161,Vinha,2019,26
1181,111160161,Outras culturas permanentes,1989,
1182,111160161,Outras culturas permanentes,1999,
1183,111160161,Outras culturas permanentes,2009,
1184,111160161,Outras culturas permanentes,2019,
1185,111160162,Total,1989,30
1186,111160162,Total,1999,31
1187,111160162,Total,2009,16
1188,111160162,Total,2019,21
1189,111160162,Frutos frescos (excepto citrinos),1989,1
1190,111160162,Frutos frescos (excepto citrinos),1999,0
1191,111160162,Frutos frescos (excepto citrinos),2009,0
1192,111160162,Frutos frescos (excepto citrinos),2019,2
1193,111160162,Citrinos,1989,1
1194,111160162,Citrinos,1999,1
1195,111160162,Citrinos,2009,0
1196,111160162,Citrinos,2019,0
1197,111160162,Frutos sub-tropicais,1989,
1198,111160162,Frutos sub-tropicais,1999,0
1199,111160162,Frutos sub-tropicais,2009,
1200,111160162,Frutos sub-tropicais,2019,
1201,111160162,Frutos de casca rija,1989,0
1202,111160162,Frutos de casca rija,1999,1
1203,111160162,Frutos de casca rija,2009,1
1204,111160162,Frutos de casca rija,2019,6
1205,111160162,Olival,1989,2
1206,111160162,Olival,1999,2
1207,111160162,Olival,2009,
1208,111160162,Olival,2019,1
1209,111160162,Vinha,1989,27
1210,111160162,Vinha,1999,27
1211,111160162,Vinha,2009,15
1212,111160162,Vinha,2019,12
1213,111160162,Outras culturas permanentes,1989,
1214,111160162,Outras culturas permanentes,1999,
1215,111160162,Outras culturas permanentes,2009,
1216,111160162,Outras culturas permanentes,2019,
1217,111160163,Total,1989,44
1218,111160163,Total,1999,78
